date,start_time,expt_num,net_pen,treatment,obs_num,elapsed_time,time_between,obs,by,on,comment
13-May,8:35,8,B,Lice,53,53:56.1,01:27.2,C,M,I,
13-May,8:35,8,B,Lice,54,56:17.1,02:21.0,S,G,G,
13-May,7:30,8,A,NoLice,1,01:00.0,01:00.0,S,G,G,
13-May,7:30,8,A,NoLice,2,03:30.0,02:30.0,S,I,G,
13-May,7:30,8,A,NoLice,3,04:38.6,01:08.6,C,S,G,
13-May,7:30,8,A,NoLice,4,04:48.1,00:09.5,C,,G,
13-May,7:30,8,A,NoLice,5,05:02.1,00:14.0,C,S,G,
13-May,7:30,8,A,NoLice,6,06:58.4,01:56.3,S,M,G,
13-May,7:30,8,A,NoLice,7,07:35.3,00:36.9,C,S,G,
13-May,7:30,8,A,NoLice,8,08:20.0,00:44.8,S,G,G,
13-May,7:30,8,A,NoLice,9,08:43.8,00:23.7,S,G,G,
13-May,7:30,8,A,NoLice,10,08:51.0,00:07.3,C,M,G,
13-May,7:30,8,A,NoLice,11,08:59.1,00:08.1,C,,G,
13-May,7:30,8,A,NoLice,12,09:12.5,00:13.4,C,S,G,
13-May,7:30,8,A,NoLice,13,09:13.2,00:00.7,L,S,G,
13-May,7:30,8,A,NoLice,14,09:22.7,00:09.6,AT,S/S,,
13-May,7:30,8,A,NoLice,15,09:39.4,00:16.6,S,M,G,
13-May,7:30,8,A,NoLice,16,09:50.9,00:11.5,S,S,G,
13-May,7:30,8,A,NoLice,17,10:06.5,00:15.6,S,,I,
13-May,7:30,8,A,NoLice,18,11:10.7,01:04.2,AT,,,
13-May,7:30,8,A,NoLice,19,13:09.6,01:58.9,AT,S/S,,
13-May,7:30,8,A,NoLice,20,14:29.9,01:20.3,S,G,G,
13-May,7:30,8,A,NoLice,21,14:33.1,00:03.3,C,M,G,
13-May,7:30,8,A,NoLice,22,14:34.0,00:00.9,C,S,G,
13-May,7:30,8,A,NoLice,23,14:53.6,00:19.5,AT,?/M,,
13-May,7:30,8,A,NoLice,24,16:23.4,01:29.8,S,I,G,
13-May,7:30,8,A,NoLice,25,16:36.1,00:12.7,S,G,G,
13-May,7:30,8,A,NoLice,26,17:07.0,00:30.9,S,I,G,
13-May,7:30,8,A,NoLice,27,18:18.9,01:11.9,S,G,G,
13-May,7:30,8,A,NoLice,28,18:24.8,00:06.0,C,M,G,
13-May,7:30,8,A,NoLice,29,18:47.8,00:23.0,S,M,G,
13-May,7:30,8,A,NoLice,30,18:51.1,00:03.3,C,M,G,
13-May,7:30,8,A,NoLice,31,19:17.4,00:26.3,S,M,I,
13-May,7:30,8,A,NoLice,32,19:53.4,00:36.0,AT,S/M,,
13-May,7:30,8,A,NoLice,33,20:56.9,01:03.5,AT,S/M,,
13-May,7:30,8,A,NoLice,34,21:34.9,00:38.0,AT,?/M,,
13-May,7:30,8,A,NoLice,35,23:13.4,01:38.5,S,M,G,
13-May,7:30,8,A,NoLice,36,23:53.7,00:40.4,S,G,G,
13-May,7:30,8,A,NoLice,37,24:37.8,00:44.1,AT,S/S,,
13-May,7:30,8,A,NoLice,38,25:18.1,00:40.3,S,G,G,
13-May,7:30,8,A,NoLice,39,25:51.2,00:33.1,S,S,G,
13-May,7:30,8,A,NoLice,40,27:58.4,02:07.2,C,M,G,
13-May,7:30,8,A,NoLice,41,28:04.4,00:06.0,S,G,G,
13-May,7:30,8,A,NoLice,42,29:48.4,01:44.0,S,M,G,
13-May,7:30,8,A,NoLice,43,30:29.1,00:40.8,S,M,G,
13-May,7:30,8,A,NoLice,44,31:08.6,00:39.5,S,G,G,
13-May,7:30,8,A,NoLice,45,31:23.5,00:14.9,C,M,G,
13-May,7:30,8,A,NoLice,46,32:00.7,00:37.2,S,,G,
13-May,7:30,8,A,NoLice,47,32:35.7,00:35.1,S,M,G,
13-May,7:30,8,A,NoLice,48,33:08.9,00:33.1,S,M,G,
13-May,7:30,8,A,NoLice,49,33:18.6,00:09.8,S,G,G,
13-May,7:30,8,A,NoLice,50,33:22.6,00:04.0,C,,I,
13-May,7:30,8,A,NoLice,51,33:27.1,00:04.5,L,,I,
13-May,7:30,8,A,NoLice,52,39:24.9,05:57.8,S,S,G,
13-May,7:30,8,A,NoLice,53,42:36.0,03:11.1,S,G,G,
13-May,7:30,8,A,NoLice,54,44:24.3,01:48.4,S,G,G,
13-May,7:30,8,A,NoLice,55,45:03.8,00:39.4,S,G,G,
13-May,7:30,8,A,NoLice,56,46:26.4,01:22.6,S,S,I,
13-May,7:30,8,A,NoLice,57,46:53.6,00:27.2,S,,G,
13-May,7:30,8,A,NoLice,58,48:17.6,01:24.1,S,S,I,
13-May,7:30,8,A,NoLice,59,53:41.5,05:23.9,S,G,G,
13-May,7:30,8,A,NoLice,60,58:07.6,04:26.1,S,S,G,
13-May,7:30,8,A,NoLice,61,58:16.2,00:08.6,C,M,I,
13-May,7:30,8,A,NoLice,62,58:21.5,00:05.2,L,M,I,
17-May,7:30,10,A,Lice,1,00:11.1,00:11.1,S,G,G,
17-May,7:30,10,A,Lice,2,00:49.1,00:38.0,S,G,G,
17-May,7:30,10,A,Lice,3,01:36.7,00:47.6,S,M,I,
17-May,7:30,10,A,Lice,4,02:39.7,01:03.0,S,G,G,
17-May,7:30,10,A,Lice,5,02:45.1,00:05.3,S,S,I,
17-May,7:30,10,A,Lice,6,03:20.2,00:35.1,S,M,G,
17-May,7:30,10,A,Lice,7,03:31.5,00:11.3,S,G,G,
17-May,7:30,10,A,Lice,8,03:47.7,00:16.3,C,M,G,
17-May,7:30,10,A,Lice,9,04:07.3,00:19.6,AT,M/S,,
17-May,7:30,10,A,Lice,10,04:21.4,00:14.1,AT,S/S,,
17-May,7:30,10,A,Lice,11,04:45.7,00:24.3,AT,S/S,,
17-May,7:30,10,A,Lice,12,05:42.4,00:56.7,S,M,G,
17-May,7:30,10,A,Lice,13,06:03.4,00:21.1,C,S,I,
17-May,7:30,10,A,Lice,14,06:34.3,00:30.8,AT,M/S,,
17-May,7:30,10,A,Lice,15,06:56.3,00:22.0,S,G,G,
17-May,7:30,10,A,Lice,16,07:00.9,00:04.7,S,M,I,
17-May,7:30,10,A,Lice,17,07:07.0,00:06.1,S,G,G,
17-May,7:30,10,A,Lice,18,07:13.2,00:06.2,C,M,I,
17-May,7:30,10,A,Lice,19,07:30.3,00:17.1,AT,M/M,,
17-May,7:30,10,A,Lice,20,07:56.2,00:25.9,C,S,G,
17-May,7:30,10,A,Lice,21,08:30.8,00:34.6,C,S,I,
17-May,7:30,10,A,Lice,22,08:55.1,00:24.3,S,M,I,
17-May,7:30,10,A,Lice,23,09:07.2,00:12.1,C,S,G,
17-May,7:30,10,A,Lice,24,09:23.2,00:16.0,AT,S/M,,
17-May,7:30,10,A,Lice,25,10:02.8,00:39.6,AT,,,
17-May,7:30,10,A,Lice,26,10:18.5,00:15.7,T,L/S,,
17-May,7:30,10,A,Lice,27,10:46.1,00:27.6,S,M,G,
17-May,7:30,10,A,Lice,28,10:54.6,00:08.5,C,M,G,
17-May,7:30,10,A,Lice,29,11:15.7,00:21.1,S,G,G,
17-May,7:30,10,A,Lice,30,11:41.0,00:25.3,S,G,G,
17-May,7:30,10,A,Lice,31,11:51.6,00:10.6,L,S,I,
17-May,7:30,10,A,Lice,32,12:30.1,00:38.5,C,S,I,
17-May,7:30,10,A,Lice,33,14:54.7,02:24.7,AT,S/M,,
17-May,7:30,10,A,Lice,34,15:41.4,00:46.6,S,M,G,
17-May,7:30,10,A,Lice,35,16:03.3,00:22.0,S,S,I,
17-May,7:30,10,A,Lice,36,16:32.5,00:29.2,C,M,G,
17-May,7:30,10,A,Lice,37,16:54.2,00:21.7,S,,I,
17-May,7:30,10,A,Lice,38,17:50.3,00:30.8,AT,M/S,,
17-May,7:30,10,A,Lice,39,19:47.0,01:56.7,S,S,I,
17-May,7:30,10,A,Lice,40,20:00.8,00:13.9,S,S,I,
17-May,7:30,10,A,Lice,41,21:10.2,01:09.4,S,M,G,
17-May,7:30,10,A,Lice,42,21:19.6,00:09.4,C,M,G,
17-May,7:30,10,A,Lice,43,22:52.9,01:33.3,C,,G,
17-May,7:30,10,A,Lice,44,22:56.9,00:04.0,L,,G,
17-May,7:30,10,A,Lice,45,26:30.2,03:33.3,C,M,I,
17-May,7:30,10,A,Lice,46,27:47.3,01:17.1,C,S,G,
17-May,7:30,10,A,Lice,47,32:20.1,04:32.8,AT,S/S,,
17-May,7:30,10,A,Lice,48,37:01.3,04:41.2,S,M,G,
17-May,7:30,10,A,Lice,49,38:43.7,01:42.4,S,S,I,
17-May,7:30,10,A,Lice,50,39:51.7,01:08.0,C,L,I,
17-May,7:30,10,A,Lice,51,50:58.3,11:06.6,C,S,I,
17-May,7:30,10,A,Lice,52,51:12.4,00:14.1,AT,S/S,,
17-May,7:30,10,A,Lice,53,53:26.6,02:14.3,S,G,G,
17-May,7:30,10,A,Lice,54,53:34.8,00:08.2,C,M,G,
17-May,7:30,10,A,Lice,55,54:53.8,01:19.0,C,,I,
17-May,7:30,10,A,Lice,56,54:54.8,00:01.0,L,,I,
17-May,7:30,10,A,Lice,57,56:13.9,01:19.1,S,S,I,
17-May,7:30,10,A,Lice,58,56:28.3,00:14.4,S,G,G,
17-May,7:30,10,A,Lice,59,57:25.8,00:57.4,S,S,I,
17-May,7:30,10,A,Lice,60,58:44.5,01:18.7,S,L,I,
17-May,7:30,10,A,Lice,61,58:48.6,00:04.1,C,L,I,
17-May,8:35,10,B,NoLice,1,00:10.9,00:10.9,C,M,G,
17-May,8:35,10,B,NoLice,2,00:30.6,00:19.8,S,G,G,
17-May,8:35,10,B,NoLice,3,00:53.5,00:22.8,S,G,G,
17-May,8:35,10,B,NoLice,4,01:44.9,00:51.4,L,M,I,
17-May,8:35,10,B,NoLice,5,02:04.4,00:19.5,C,M,I,"4,5 same fry"
17-May,8:35,10,B,NoLice,6,02:10.1,00:05.7,S,,G,
17-May,8:35,10,B,NoLice,7,02:32.8,00:22.7,S,G,G,
17-May,8:35,10,B,NoLice,8,02:42.8,00:10.1,S,G,G,
17-May,8:35,10,B,NoLice,9,06:05.8,03:22.9,S,G,G,
17-May,8:35,10,B,NoLice,10,06:14.2,00:08.4,S,M,G,
17-May,8:35,10,B,NoLice,11,07:40.8,01:26.6,S,G,G,
17-May,8:35,10,B,NoLice,12,07:54.2,00:13.4,C,M,I,
17-May,8:35,10,B,NoLice,13,08:42.0,00:47.9,AT,M/M,,
17-May,8:35,10,B,NoLice,14,10:44.0,02:01.9,S,G,G,
17-May,8:35,10,B,NoLice,15,10:57.1,00:13.1,C,L,G,
17-May,8:35,10,B,NoLice,16,10:58.4,00:01.3,C,S,G,
17-May,8:35,10,B,NoLice,17,11:29.6,00:31.2,AT,L/S,,possibly two coho at once
17-May,8:35,10,B,NoLice,18,12:51.4,01:21.8,C,M,I,
17-May,8:35,10,B,NoLice,19,14:19.6,01:28.2,S,S,I,
17-May,8:35,10,B,NoLice,20,15:23.4,01:03.7,S,M,G,
17-May,8:35,10,B,NoLice,21,15:35.6,00:12.2,S,S,G,
17-May,8:35,10,B,NoLice,22,16:40.1,01:04.6,S,S,I,
17-May,8:35,10,B,NoLice,23,17:07.0,00:26.8,C,M,G,
17-May,8:35,10,B,NoLice,24,17:14.7,00:07.7,S,S,I,
17-May,8:35,10,B,NoLice,25,17:46.2,00:31.5,C,,G,
17-May,8:35,10,B,NoLice,26,19:02.5,01:16.3,S,M,G,
17-May,8:35,10,B,NoLice,27,19:28.8,00:26.3,S,G,G,
17-May,8:35,10,B,NoLice,28,19:31.1,00:02.4,C,M,G,
17-May,8:35,10,B,NoLice,29,20:00.7,00:29.6,S,M,I,
17-May,8:35,10,B,NoLice,30,20:14.4,00:13.7,C,M,G,
17-May,8:35,10,B,NoLice,31,20:22.5,00:08.1,L,M,I,
17-May,8:35,10,B,NoLice,32,20:32.0,00:09.5,T,S/M,,
17-May,8:35,10,B,NoLice,33,21:38.4,01:06.4,AT,M/M,,
17-May,8:35,10,B,NoLice,34,22:09.6,00:31.2,S,G,G,
17-May,8:35,10,B,NoLice,35,22:52.3,00:42.7,AT,M/M,,
17-May,8:35,10,B,NoLice,36,24:29.9,01:37.5,S,G,G,
17-May,8:35,10,B,NoLice,37,25:12.5,00:42.6,S,M,G,
17-May,8:35,10,B,NoLice,38,25:21.8,00:09.4,AT,M/M,,
17-May,8:35,10,B,NoLice,39,25:35.5,00:13.7,AT,M/M,,
17-May,8:35,10,B,NoLice,40,25:46.6,00:11.1,S,G,I,
17-May,8:35,10,B,NoLice,41,25:54.1,00:07.6,C,M,I,
17-May,8:35,10,B,NoLice,42,26:36.3,00:42.2,S,M,G,
17-May,8:35,10,B,NoLice,43,27:21.5,00:45.2,AT,M/M,,
17-May,8:35,10,B,NoLice,44,27:30.1,00:08.6,AT,L/M,,
17-May,8:35,10,B,NoLice,45,28:16.1,00:46.0,C,M,G,
17-May,8:35,10,B,NoLice,46,28:57.7,00:41.6,T,S/S,,
17-May,8:35,10,B,NoLice,47,33:13.9,04:01.3,S,S,I,
17-May,8:35,10,B,NoLice,48,35:51.6,02:37.7,S,M,G,
17-May,8:35,10,B,NoLice,49,38:11.1,02:19.5,S,G,G,
17-May,8:35,10,B,NoLice,50,40:55.2,02:44.1,C,S,I,
17-May,8:35,10,B,NoLice,51,41:03.7,00:08.5,L,S,I,
17-May,8:35,10,B,NoLice,52,41:23.5,00:19.9,C,S,I,
17-May,8:35,10,B,NoLice,53,41:53.5,00:29.9,C,M,G,
17-May,8:35,10,B,NoLice,54,49:04.9,03:02.7,S,S,G,
17-May,8:35,10,B,NoLice,55,51:27.0,02:22.1,S,M,G,
17-May,8:35,10,B,NoLice,56,53:29.1,02:02.1,S,M,G,
17-May,8:35,10,B,NoLice,57,58:58.9,05:29.8,S,M,G,
17-May,8:35,10,B,NoLice,58,59:40.4,00:41.4,S,S,G,
20-May,7:30,11,A,Lice,1,00:16.8,00:16.8,C,,G,
20-May,7:30,11,A,Lice,2,00:08.8,00:25.7,S,G,I,
20-May,7:30,11,A,Lice,3,02:05.8,02:31.5,C,M,I,
20-May,7:30,11,A,Lice,4,00:15.3,02:46.8,S,M,G,
20-May,7:30,11,A,Lice,5,00:02.8,02:49.5,S,G,G,
20-May,7:30,11,A,Lice,6,00:16.5,03:06.0,C,M,G,
20-May,7:30,11,A,Lice,7,00:23.6,03:29.6,S,G,G,
20-May,7:30,11,A,Lice,8,00:23.3,03:52.9,S,M,I,
20-May,7:30,11,A,Lice,9,00:57.5,04:50.5,C,,G,
20-May,7:30,11,A,Lice,10,00:03.8,04:54.2,S,G,G,
20-May,7:30,11,A,Lice,11,00:29.7,05:23.9,C,M,G,
20-May,7:30,11,A,Lice,12,00:42.9,06:06.9,C,S,G,
20-May,7:30,11,A,Lice,13,00:23.0,06:29.8,C,M,I,
20-May,7:30,11,A,Lice,14,00:37.8,07:07.7,C,M,I,
20-May,7:30,11,A,Lice,15,00:10.4,07:18.1,S,,G,
20-May,7:30,11,A,Lice,16,00:31.1,07:49.1,S,S,G,
20-May,7:30,11,A,Lice,17,00:39.5,08:28.6,S,,G,
20-May,7:30,11,A,Lice,18,00:30.3,08:58.9,S,M,G,
20-May,7:30,11,A,Lice,19,01:19.9,10:18.8,C,M,G,
20-May,7:30,11,A,Lice,20,01:36.2,11:54.9,C,M,G,
20-May,7:30,11,A,Lice,21,00:28.3,12:23.2,S,M,G,
20-May,7:30,11,A,Lice,22,00:48.4,13:11.6,C,M,G,
20-May,7:30,11,A,Lice,23,00:03.6,13:15.2,S,G,G,
20-May,7:30,11,A,Lice,24,00:35.7,13:50.9,C,M,G,
20-May,7:30,11,A,Lice,25,00:01.8,13:52.7,S,M,I,
20-May,7:30,11,A,Lice,26,00:33.3,14:26.0,C,M,I,
20-May,7:30,11,A,Lice,27,00:11.9,14:37.9,S,S,G,
20-May,7:30,11,A,Lice,28,01:08.9,15:46.9,S,S,G,
20-May,7:30,11,A,Lice,29,00:23.6,16:10.5,S,M,G,
20-May,7:30,11,A,Lice,30,00:43.1,16:53.5,AT,S/S,,
20-May,7:30,11,A,Lice,31,00:36.0,17:29.5,S,L,G,
20-May,7:30,11,A,Lice,32,02:09.1,19:38.5,C,M,G,
20-May,7:30,11,A,Lice,33,00:44.4,20:22.9,S,G,G,
20-May,7:30,11,A,Lice,34,00:56.4,21:19.3,C,S,I,
20-May,7:30,11,A,Lice,35,00:30.4,21:49.7,AT,S/S,,
20-May,7:30,11,A,Lice,36,00:09.7,21:59.4,S,,G,
20-May,7:30,11,A,Lice,37,01:19.9,23:19.2,C,S,G,
20-May,7:30,11,A,Lice,38,01:11.7,24:30.9,C,M,I,
20-May,7:30,11,A,Lice,39,00:34.8,25:05.7,S,G,G,
20-May,7:30,11,A,Lice,40,00:56.4,26:02.1,C,M,G,
20-May,7:30,11,A,Lice,41,00:12.7,26:14.7,S,S,I,
20-May,7:30,11,A,Lice,42,04:22.8,30:37.6,S,M,G,
20-May,7:30,11,A,Lice,43,01:09.3,31:46.8,S,S,G,
20-May,7:30,11,A,Lice,44,01:35.1,33:21.9,S,S,I,
20-May,7:30,11,A,Lice,45,05:29.4,38:51.3,S,M,G,
20-May,7:30,11,A,Lice,46,01:41.2,40:32.5,S,G,G,
20-May,7:30,11,A,Lice,47,01:09.7,41:42.1,C,M,I,
20-May,7:30,11,A,Lice,48,00:32.3,42:14.4,S,G,G,
20-May,7:30,11,A,Lice,49,01:40.9,43:55.3,C,L,G,
20-May,7:30,11,A,Lice,50,03:44.3,47:39.6,S,S,G,
20-May,7:30,11,A,Lice,51,05:18.8,52:58.4,S,G,G,
20-May,7:30,11,A,Lice,52,03:45.8,56:44.2,S,G,G,
20-May,7:30,11,A,Lice,53,00:45.4,57:29.6,S,M,I,
20-May,7:30,11,A,Lice,54,00:06.0,57:35.5,C,M,I,
20-May,8:35,11,B,NoLice,1,02:10.0,02:10.0,S,G,G,
20-May,8:35,11,B,NoLice,2,02:36.0,04:46.0,S,G,G,
20-May,8:35,11,B,NoLice,3,00:37.0,05:23.0,C,M,G,
20-May,8:35,11,B,NoLice,4,00:29.0,05:52.0,C,L,G,
20-May,8:35,11,B,NoLice,5,00:56.0,06:48.0,C,M,I,
20-May,8:35,11,B,NoLice,6,00:18.0,07:06.0,C,L,I,
20-May,8:35,11,B,NoLice,7,00:47.0,07:53.0,AT,M/M,,
20-May,8:35,11,B,NoLice,8,00:28.0,08:21.0,S,L,I,
20-May,8:35,11,B,NoLice,9,00:32.0,08:53.0,C,S,,
20-May,8:35,11,B,NoLice,10,00:28.0,09:21.0,C,M,I,
20-May,8:35,11,B,NoLice,11,00:10.0,09:31.0,C,M,I,
20-May,8:35,11,B,NoLice,12,00:26.0,09:57.0,C,S,I,
20-May,8:35,11,B,NoLice,13,01:09.0,11:06.0,L,,,
20-May,8:35,11,B,NoLice,14,00:01.0,11:07.0,AT,M/S,,
20-May,8:35,11,B,NoLice,15,01:10.0,12:17.0,C,M,I,
20-May,8:35,11,B,NoLice,16,00:27.0,12:44.0,C,S,I,
20-May,8:35,11,B,NoLice,17,00:56.0,13:40.0,S,M,I,
20-May,8:35,11,B,NoLice,18,00:09.0,13:49.0,C,S,I,
20-May,8:35,11,B,NoLice,19,03:22.0,17:11.0,C,M,I,
20-May,8:35,11,B,NoLice,20,01:11.0,18:22.0,L,M,,
20-May,8:35,11,B,NoLice,21,00:10.0,18:32.0,T,M,G,
20-May,8:35,11,B,NoLice,22,00:05.0,18:37.0,C,L,I,
20-May,8:35,11,B,NoLice,23,00:46.0,19:23.0,C,M,I,
20-May,8:35,11,B,NoLice,24,05:52.0,25:15.0,S,M,G,
20-May,8:35,11,B,NoLice,25,08:32.0,33:47.0,S,G,G,
20-May,8:35,11,B,NoLice,26,11:13.0,45:00.0,S,G,I,
20-May,8:35,11,B,NoLice,27,05:04.0,50:04.0,C,M,I,
20-May,8:35,11,B,NoLice,28,03:44.0,53:48.0,S,M,I,
20-May,8:35,11,B,NoLice,29,01:21.0,55:09.0,C,S,I,
20-May,8:35,11,B,NoLice,30,04:02.0,59:11.0,S,G,G,
22-May,7:30,12,A,NoLice,1,00:32.0,59:43.0,C,M,G,
22-May,7:30,12,A,NoLice,2,,,S,G,G,
22-May,7:30,12,A,NoLice,3,,,AT,M/L,,
22-May,7:30,12,A,NoLice,4,,,C,S,G,
22-May,7:30,12,A,NoLice,5,,,S,M,G,
22-May,7:30,12,A,NoLice,6,,,S,G,G,
22-May,7:30,12,A,NoLice,7,,,C,S,G,
22-May,7:30,12,A,NoLice,8,,,C,M,G,
22-May,7:30,12,A,NoLice,9,,,S,M,G,
22-May,7:30,12,A,NoLice,10,,,C,M,I,
22-May,7:30,12,A,NoLice,11,,,C,M,G,
22-May,7:30,12,A,NoLice,12,,,AT,M/M,,
22-May,7:30,12,A,NoLice,13,,,S,M,G,
22-May,7:30,12,A,NoLice,14,,,S,G,G,
22-May,7:30,12,A,NoLice,15,,,C,S,I,
22-May,7:30,12,A,NoLice,16,,,S,G,G,
22-May,7:30,12,A,NoLice,17,,,S,G,G,
22-May,7:30,12,A,NoLice,18,,,S,G,G,
22-May,7:30,12,A,NoLice,19,,,C,M,G,
22-May,7:30,12,A,NoLice,20,,,S,M,G,
22-May,7:30,12,A,NoLice,21,,,C,S,G,
22-May,7:30,12,A,NoLice,22,,,S,M,I,
22-May,7:30,12,A,NoLice,23,,,S,M,I,
22-May,7:30,12,A,NoLice,24,,,AT,M/S,,
22-May,7:30,12,A,NoLice,25,,,S,G,I,
22-May,7:30,12,A,NoLice,26,,,C,S,I,
22-May,7:30,12,A,NoLice,27,,,AT,L/S,,
22-May,7:30,12,A,NoLice,28,,,C,M,G,
22-May,7:30,12,A,NoLice,29,,,S,M,G,
22-May,7:30,12,A,NoLice,30,,,C,M,I,
22-May,7:30,12,A,NoLice,31,,,C,M,,
22-May,7:30,12,A,NoLice,32,,,C,L,G,
22-May,7:30,12,A,NoLice,33,,,S,M,I,
22-May,7:30,12,A,NoLice,34,,,S,M,I,"33,34 same coho, same fry"
22-May,7:30,12,A,NoLice,35,,,S,G,I,
22-May,7:30,12,A,NoLice,36,,,C,M,I,
22-May,7:30,12,A,NoLice,37,,,S,G,I,
22-May,7:30,12,A,NoLice,38,,,C,S,,
22-May,7:30,12,A,NoLice,39,,,S,G,G,
22-May,7:30,12,A,NoLice,40,,,C,S,I,
22-May,8:35,12,B,Lice,1,,,C,M,G,
22-May,8:35,12,B,Lice,2,,,C,S,G,
22-May,8:35,12,B,Lice,3,,,S,M,G,
22-May,8:35,12,B,Lice,4,,,S,G,G,
22-May,8:35,12,B,Lice,5,,,C,M,G,
22-May,8:35,12,B,Lice,6,,,C,S,G,
22-May,8:35,12,B,Lice,7,,,S,M,G,
22-May,8:35,12,B,Lice,8,,,S,M,G,
22-May,8:35,12,B,Lice,9,,,C,S,G,
22-May,8:35,12,B,Lice,10,,,S,S,G,
22-May,8:35,12,B,Lice,11,,,S,G,G,
22-May,8:35,12,B,Lice,12,,,C,S,I,
22-May,8:35,12,B,Lice,13,,,S,M,G,
22-May,8:35,12,B,Lice,14,,,S,G,G,
22-May,8:35,12,B,Lice,15,,,C,S,G,
22-May,8:35,12,B,Lice,16,,,C,M,I,
22-May,8:35,12,B,Lice,17,,,S,S,I,
22-May,8:35,12,B,Lice,18,,,S,G,G,
22-May,8:35,12,B,Lice,19,,,S,M,G,
22-May,8:35,12,B,Lice,20,,,C,M,G,
22-May,8:35,12,B,Lice,21,,,S,L,G,
22-May,8:35,12,B,Lice,22,,,S,G,G,
22-May,8:35,12,B,Lice,23,,,S,M,I,
22-May,8:35,12,B,Lice,24,,,AT,M/S,,
22-May,8:35,12,B,Lice,25,,,S,G,G,
22-May,8:35,12,B,Lice,26,,,C,S,I,
22-May,8:35,12,B,Lice,27,,,S,M,I,
22-May,8:35,12,B,Lice,28,,,C,M,I,
22-May,8:35,12,B,Lice,29,,,S,G,G,
22-May,8:35,12,B,Lice,30,,,C,M,I,
22-May,8:35,12,B,Lice,31,,,S,M,I,
22-May,8:35,12,B,Lice,32,,,S,M,I,
22-May,8:35,12,B,Lice,33,,,C,M,I,
22-May,8:35,12,B,Lice,34,,,C,M,I,
22-May,8:35,12,B,Lice,35,,,C,M,I,
22-May,8:35,12,B,Lice,36,,,S,L,I,
22-May,8:35,12,B,Lice,37,,,C,M,I,
24-May,7:30,13,A,Lice,1,01:04.2,01:04.2,C,,G,
24-May,7:30,13,A,Lice,2,01:13.0,00:08.8,C,S,I,
24-May,7:30,13,A,Lice,3,01:13.5,00:00.6,L,S,I,
24-May,7:30,13,A,Lice,4,01:26.6,00:13.1,C,M,G,
24-May,7:30,13,A,Lice,5,02:20.6,00:54.0,S,,G,
24-May,7:30,13,A,Lice,6,03:13.7,00:53.1,S,G,G,
24-May,7:30,13,A,Lice,7,03:28.1,00:14.5,C,S,G,
24-May,7:30,13,A,Lice,8,04:12.0,00:43.9,L,S,,"7,8 same coho"
24-May,7:30,13,A,Lice,9,05:24.9,01:12.9,S,G,G,
24-May,7:30,13,A,Lice,10,05:42.3,00:17.4,S,G,G,
24-May,7:30,13,A,Lice,11,06:07.0,00:24.7,C,M,G,
24-May,7:30,13,A,Lice,12,07:16.1,01:09.1,C,S,I,
24-May,7:30,13,A,Lice,13,07:19.3,00:03.2,L,S,I,
24-May,7:30,13,A,Lice,14,07:19.8,00:00.5,C,M,I,"12, 13, 14 same fry"
24-May,7:30,13,A,Lice,15,07:37.6,00:17.8,AT,M/M,,
24-May,7:30,13,A,Lice,16,08:10.1,00:32.5,L,M,I,
24-May,7:30,13,A,Lice,17,08:10.7,00:00.6,C,M,I,
24-May,7:30,13,A,Lice,18,12:43.6,04:32.9,C,,G,
24-May,7:30,13,A,Lice,19,12:53.9,00:10.3,S,M,,
24-May,7:30,13,A,Lice,20,12:59.9,00:05.9,C,M,I,
24-May,7:30,13,A,Lice,21,13:11.1,00:11.3,L,M,,
24-May,7:30,13,A,Lice,22,13:18.7,00:07.6,C,M,,
24-May,7:30,13,A,Lice,23,15:08.3,01:49.5,S,G,G,
24-May,7:30,13,A,Lice,24,16:06.1,00:57.8,S,G,G,
24-May,7:30,13,A,Lice,25,17:43.3,01:37.2,S,G,G,
24-May,7:30,13,A,Lice,26,18:10.5,00:27.2,C,M,G,"25, 26 happened after group strike"
24-May,7:30,13,A,Lice,27,19:51.4,01:40.9,S,M,G,
24-May,7:30,13,A,Lice,28,20:34.5,00:43.1,S,G,G,
24-May,7:30,13,A,Lice,29,20:35.3,00:00.8,C,S,G,
24-May,7:30,13,A,Lice,30,20:37.2,00:01.9,C,M,G,
24-May,7:30,13,A,Lice,31,21:27.4,00:50.2,C,M,G,
24-May,7:30,13,A,Lice,32,21:36.7,00:09.3,L,M,I,
24-May,7:30,13,A,Lice,33,22:16.1,00:39.4,S,M,G,
24-May,7:30,13,A,Lice,34,28:21.3,06:05.1,S,,G,
24-May,7:30,13,A,Lice,35,32:08.8,03:47.5,S,G,G,
24-May,7:30,13,A,Lice,36,33:46.4,01:37.6,S,G,G,
24-May,7:30,13,A,Lice,37,35:06.6,01:20.2,S,M,I,
24-May,7:30,13,A,Lice,38,36:00.4,00:53.8,S,M,G,
24-May,7:30,13,A,Lice,39,37:28.0,01:27.6,S,M,G,
24-May,7:30,13,A,Lice,40,37:39.0,00:11.0,S,M,G,
24-May,7:30,13,A,Lice,41,38:00.7,00:21.7,S,M,G,
24-May,7:30,13,A,Lice,42,38:30.1,00:29.4,S,S,G,
24-May,7:30,13,A,Lice,43,39:50.8,01:20.7,S,M,G,
24-May,7:30,13,A,Lice,44,40:04.0,00:13.2,S,G,G,
24-May,7:30,13,A,Lice,45,41:09.0,01:05.0,S,G,G,
