date,start_time,expt_num,net_pen,treatment,obs_num,elapsed_time,time_between,obs,by,on,comment
28-Apr,17:40,3,A,Lice,85,40:19.2,05:06.5,S,M,I,
28-Apr,17:40,3,A,Lice,86,40:38.5,00:19.3,S,,I,
28-Apr,17:40,3,A,Lice,87,42:04.2,01:25.7,S,S,I,
28-Apr,17:40,3,A,Lice,88,42:10.5,00:06.3,C,M,I,possible small
28-Apr,17:40,3,A,Lice,89,43:29.8,01:19.3,AT,M/S,,
28-Apr,17:40,3,A,Lice,90,44:17.1,00:47.2,C,M,I,
28-Apr,17:40,3,A,Lice,91,44:47.6,00:30.5,AT,M/S,,90
28-Apr,17:40,3,A,Lice,92,44:56.2,00:08.6,L,,,90
28-Apr,17:40,3,A,Lice,93,57:30.0,12:33.8,C,S,I,
01-May,7:30,4,A,NoLice,1,00:29.0,00:29.0,S,,G,
01-May,7:30,4,A,NoLice,2,00:31.8,00:02.9,C,,G,
01-May,7:30,4,A,NoLice,3,00:35.4,00:03.6,C,S,G,
01-May,7:30,4,A,NoLice,4,01:09.3,00:33.9,C,,G,
01-May,7:30,4,A,NoLice,5,01:46.5,00:37.2,C,M,G,
01-May,7:30,4,A,NoLice,6,02:09.4,00:22.9,S,M,I,
01-May,7:30,4,A,NoLice,7,02:27.5,00:18.2,S,G,G,
01-May,7:30,4,A,NoLice,8,02:44.2,00:16.7,S,,,
01-May,7:30,4,A,NoLice,9,03:04.4,00:20.2,S,S,I,
01-May,7:30,4,A,NoLice,10,04:11.6,01:07.2,S,S,G,
01-May,7:30,4,A,NoLice,11,04:14.2,00:02.5,C,M,,
01-May,7:30,4,A,NoLice,12,05:19.8,01:05.6,AT,M/S,,
01-May,7:30,4,A,NoLice,13,06:50.0,01:30.3,S,M,G,
01-May,7:30,4,A,NoLice,14,10:37.2,03:47.2,C,,I,
01-May,7:30,4,A,NoLice,15,11:58.7,01:21.5,S,G,G,
01-May,7:30,4,A,NoLice,16,12:05.9,00:07.2,C,M,G,
01-May,7:30,4,A,NoLice,17,13:46.6,01:40.7,S,G,G,
01-May,7:30,4,A,NoLice,18,14:05.8,00:19.2,S,M,,
01-May,7:30,4,A,NoLice,19,14:43.1,00:37.3,C,S,I,
01-May,7:30,4,A,NoLice,20,15:07.9,00:24.8,C,S,I,
01-May,7:30,4,A,NoLice,21,18:31.6,03:23.7,C,S,I,
01-May,7:30,4,A,NoLice,22,18:36.3,00:04.7,AT,M/S,,
01-May,7:30,4,A,NoLice,23,22:18.4,03:42.2,T,M/?,,
01-May,7:30,4,A,NoLice,24,29:18.4,07:00.0,C,S,I,"big fry, ambicious coho"
01-May,7:30,4,A,NoLice,25,44:54.0,15:35.6,C,L,I,
01-May,8:50,4,B,Lice,1,01:24.9,01:24.9,S,M,I,"better visibility, sunny and Jill + Tim now experienced"
01-May,8:50,4,B,Lice,2,01:29.4,00:04.4,C,M,I,
01-May,8:50,4,B,Lice,3,01:37.1,00:07.8,C,M,,
01-May,8:50,4,B,Lice,4,02:06.0,00:28.9,C,S,I,
01-May,8:50,4,B,Lice,5,03:05.8,00:59.8,C,M,I,
01-May,8:50,4,B,Lice,6,03:44.4,00:38.7,S,L,I,
01-May,8:50,4,B,Lice,7,04:24.8,00:40.4,C,S,I,
01-May,8:50,4,B,Lice,8,04:40.3,00:15.5,S,G,G,
01-May,8:50,4,B,Lice,9,04:57.6,00:17.3,C,M,I,
01-May,8:50,4,B,Lice,10,05:59.5,01:01.8,S,S,I,
01-May,8:50,4,B,Lice,11,08:22.8,02:23.3,S,S,I,
01-May,8:50,4,B,Lice,12,08:28.9,00:06.0,C,S,I,
01-May,8:50,4,B,Lice,13,08:46.1,00:17.2,AT,,,
01-May,8:50,4,B,Lice,14,08:55.8,00:09.8,C,L,I,
01-May,8:50,4,B,Lice,15,09:03.4,00:07.6,AT,M/L,,
01-May,8:50,4,B,Lice,16,09:29.8,00:26.4,T,L/S,,
01-May,8:50,4,B,Lice,17,10:05.7,00:35.9,S,M,I,
01-May,8:50,4,B,Lice,18,10:42.1,00:36.4,S,S,G,
01-May,8:50,4,B,Lice,19,10:42.7,00:00.6,S,S,G,
01-May,8:50,4,B,Lice,20,12:10.3,01:27.6,S,M,G,
01-May,8:50,4,B,Lice,21,12:48.5,00:38.2,S,M,I,
01-May,8:50,4,B,Lice,22,14:04.3,01:15.8,S,M,G,
01-May,8:50,4,B,Lice,23,14:21.7,00:17.4,S,M,G,
01-May,8:50,4,B,Lice,24,14:44.6,00:22.9,S,S,G,
01-May,8:50,4,B,Lice,25,14:47.9,00:03.3,C,M,G,
01-May,8:50,4,B,Lice,26,14:50.5,00:02.6,C,S,G,
01-May,8:50,4,B,Lice,27,14:58.6,00:08.0,C,M,I,
01-May,8:50,4,B,Lice,28,15:50.9,00:52.3,C,S,G,chum
01-May,8:50,4,B,Lice,29,16:51.6,01:00.7,S,L,I,
01-May,8:50,4,B,Lice,30,17:24.7,00:33.2,C,,,
01-May,8:50,4,B,Lice,31,18:33.2,01:08.5,S,M,I,
01-May,8:50,4,B,Lice,32,19:37.0,01:03.8,S,S,G,
01-May,8:50,4,B,Lice,33,23:48.1,04:11.1,S,M,G,
01-May,8:50,4,B,Lice,34,25:04.3,01:16.2,S,M,I,
01-May,8:50,4,B,Lice,35,25:18.8,00:14.5,C,M,I,
01-May,8:50,4,B,Lice,36,26:31.8,01:13.0,S,M,I,
01-May,8:50,4,B,Lice,37,26:41.3,00:09.5,C,S,I,
01-May,8:50,4,B,Lice,38,27:08.9,00:27.6,AT,M/S,,
01-May,8:50,4,B,Lice,39,27:29.0,00:20.1,T,M/S,,
01-May,8:50,4,B,Lice,40,27:48.4,00:19.5,S,M,I,
01-May,8:50,4,B,Lice,41,57:21.3,29:32.8,S,M,I,fry flipping (louse?)
01-May,8:50,4,B,Lice,42,57:27.4,00:06.1,S,S,I,
03-May,8:45,5,B,Lice,1,00:13.5,00:13.5,C,S,I,
03-May,8:45,5,B,Lice,2,00:33.2,00:19.7,S,G,G,
03-May,8:45,5,B,Lice,3,00:49.7,00:16.5,S,M,I,
03-May,8:45,5,B,Lice,4,00:53.2,00:03.6,C,M,I,
03-May,8:45,5,B,Lice,5,01:06.7,00:13.4,C,S,I,
03-May,8:45,5,B,Lice,6,01:50.5,00:43.8,C,M,I,
03-May,8:45,5,B,Lice,7,02:08.0,00:17.5,AT,M/?,,
03-May,8:45,5,B,Lice,8,02:15.6,00:07.6,S,S,I,
03-May,8:45,5,B,Lice,9,02:21.7,00:06.2,S,G,G,
03-May,8:45,5,B,Lice,10,02:50.0,00:28.3,L,S,I,Lost a chum 
03-May,8:45,5,B,Lice,11,03:01.9,00:11.9,S,M,G,
03-May,8:45,5,B,Lice,12,03:22.9,00:21.0,C,M,I,
03-May,8:45,5,B,Lice,13,03:39.3,00:16.4,S,S,G,
03-May,8:45,5,B,Lice,14,03:45.1,00:05.8,C,S,G,
03-May,8:45,5,B,Lice,15,03:49.7,00:04.6,C,S,I,
03-May,8:45,5,B,Lice,16,04:23.7,00:33.9,S,S,I,
03-May,8:45,5,B,Lice,17,04:50.6,00:27.0,S,S,I,
03-May,8:45,5,B,Lice,18,04:57.8,00:07.1,C,M,I,
03-May,8:45,5,B,Lice,19,05:18.7,00:21.0,C,L,I,
03-May,8:45,5,B,Lice,20,06:51.3,01:32.6,AT,S/S,,
03-May,8:45,5,B,Lice,21,10:43.9,03:52.6,S,M,G,
03-May,8:45,5,B,Lice,22,11:11.9,00:28.0,C,L,I,
03-May,8:45,5,B,Lice,23,13:52.3,02:40.3,S,M,I,
03-May,8:45,5,B,Lice,24,15:31.5,01:39.3,S,S,G,
03-May,8:45,5,B,Lice,25,15:40.0,00:08.5,S,M,G,
03-May,8:45,5,B,Lice,26,16:06.0,00:26.0,S,M,I,
03-May,8:45,5,B,Lice,27,17:32.4,01:26.4,C,M,G,
03-May,8:45,5,B,Lice,28,21:57.9,04:25.5,S,S,G,
03-May,8:45,5,B,Lice,29,22:08.8,00:10.9,C,S,G,
03-May,8:45,5,B,Lice,30,23:21.2,01:12.4,C,S,G,
03-May,8:45,5,B,Lice,31,24:20.9,00:59.6,AT,M/S,,
03-May,8:45,5,B,Lice,32,30:52.8,06:31.9,S,M,G,
03-May,8:45,5,B,Lice,33,31:16.6,00:23.9,C,M,G,
03-May,8:45,5,B,Lice,34,35:04.1,03:47.5,S,M,G,
03-May,8:45,5,B,Lice,35,37:58.3,02:54.2,S,S,G,
03-May,8:45,5,B,Lice,36,38:44.1,00:45.8,C,S,G,
03-May,8:45,5,B,Lice,37,39:17.8,00:33.6,L,S,I,
03-May,8:45,5,B,Lice,38,39:26.1,00:08.4,C,L,I,"37,38 lost by one coho captured by another, same fry"
03-May,8:45,5,B,Lice,39,51:52.4,12:26.3,C,S,I,
03-May,8:45,5,B,Lice,40,52:19.8,00:27.4,T,M/S,,
03-May,7:35,5,A,NoLice,1,00:35.8,00:35.8,S,G,G,
03-May,7:35,5,A,NoLice,2,01:27.2,00:51.4,S,G,G,
03-May,7:35,5,A,NoLice,3,01:40.1,00:12.9,S,G,G,
03-May,7:35,5,A,NoLice,4,02:56.3,01:16.2,S,G,G,
03-May,7:35,5,A,NoLice,5,03:20.4,00:24.1,S,I,G,
03-May,7:35,5,A,NoLice,6,03:26.8,00:06.4,C,S,I,
03-May,7:35,5,A,NoLice,7,04:00.3,00:33.6,S,M,I,
03-May,7:35,5,A,NoLice,8,04:05.5,00:05.2,S,M,I,
03-May,7:35,5,A,NoLice,9,04:44.0,00:38.5,S,M,G,
03-May,7:35,5,A,NoLice,10,06:30.8,01:46.8,C,L,I,
03-May,7:35,5,A,NoLice,11,07:05.3,00:34.5,S,S,I,
03-May,7:35,5,A,NoLice,12,07:38.0,00:32.7,S,S,I,
03-May,7:35,5,A,NoLice,13,09:52.5,02:14.5,S,M,G,
03-May,7:35,5,A,NoLice,14,10:58.1,01:05.6,C,,I,
03-May,7:35,5,A,NoLice,15,12:17.4,01:19.3,C,M,I,
03-May,7:35,5,A,NoLice,16,15:18.7,03:01.3,S,,G,
03-May,7:35,5,A,NoLice,17,16:25.4,01:06.7,C,S,I,
03-May,7:35,5,A,NoLice,18,24:38.6,08:13.2,S,M,I,
03-May,7:35,5,A,NoLice,19,24:41.2,00:02.6,S,M,I,
03-May,7:35,5,A,NoLice,20,25:05.9,00:24.7,C,S,G,
03-May,7:35,5,A,NoLice,21,25:12.3,00:06.3,C,M,G,
03-May,7:35,5,A,NoLice,22,26:39.1,01:26.8,AT,M/M,,
03-May,7:35,5,A,NoLice,23,30:19.3,03:40.2,S,S,G,
03-May,7:35,5,A,NoLice,24,30:24.2,00:04.9,C,M,I,
03-May,7:35,5,A,NoLice,25,31:33.5,01:09.3,S,S,I,
03-May,7:35,5,A,NoLice,26,33:23.8,01:50.3,S,S,I,
03-May,7:35,5,A,NoLice,27,33:34.5,00:10.7,S,S,I,
03-May,7:35,5,A,NoLice,28,35:38.2,02:03.7,S,S,G,"28, 29 same S coho"
03-May,7:35,5,A,NoLice,29,35:53.2,00:15.0,S,S,I,
03-May,7:35,5,A,NoLice,30,36:14.1,00:20.9,S,S,I,
03-May,7:35,5,A,NoLice,31,36:37.3,00:23.2,C,S,I,
03-May,7:35,5,A,NoLice,32,36:54.4,00:17.1,L,M,I,
03-May,7:35,5,A,NoLice,33,36:55.7,00:01.3,C,M,I,"32, 33 same fry, two different coho"
03-May,7:35,5,A,NoLice,34,38:38.3,01:42.6,S,S,I,
03-May,7:35,5,A,NoLice,35,39:58.7,01:20.4,S,S,G,
03-May,7:35,5,A,NoLice,36,40:10.9,00:12.2,S,S,I,
03-May,7:35,5,A,NoLice,37,42:48.3,02:37.4,S,M,G,
03-May,7:35,5,A,NoLice,38,43:38.6,00:50.3,S,M,I,
03-May,7:35,5,A,NoLice,39,46:09.4,02:30.8,S,S,I,
03-May,7:35,5,A,NoLice,40,53:00.9,06:51.5,S,S,I,
03-May,7:35,5,A,NoLice,41,54:39.0,01:38.1,S,,I,
03-May,7:35,5,A,NoLice,42,55:32.3,00:53.3,S,L,G,
03-May,7:35,5,A,NoLice,43,55:43.2,00:10.9,C,M,I,
03-May,7:35,5,A,NoLice,44,57:35.8,01:52.5,S,S,G ,
08-May,7:30,7,A,Lice,1,00:32.9,00:32.9,C,M,I,
08-May,7:30,7,A,Lice,2,00:42.8,00:09.9,C,M,I,
08-May,7:30,7,A,Lice,3,01:09.7,00:26.9,S,M,G,
08-May,7:30,7,A,Lice,4,01:22.8,00:13.1,C,,I,
08-May,7:30,7,A,Lice,5,01:42.3,00:19.4,C,S,G,
08-May,7:30,7,A,Lice,6,01:55.4,00:13.1,S,,,
08-May,7:30,7,A,Lice,7,02:16.6,00:21.2,C,M,I,
08-May,7:30,7,A,Lice,8,02:45.4,00:28.9,S,M,G,
08-May,7:30,7,A,Lice,9,02:54.6,00:09.1,S,G,G,
08-May,7:30,7,A,Lice,10,03:17.4,00:22.8,S,G,G,
08-May,7:30,7,A,Lice,11,03:42.6,00:25.2,S,M,G,
08-May,7:30,7,A,Lice,12,03:53.0,00:10.4,S,S,I,
08-May,7:30,7,A,Lice,13,03:59.3,00:06.3,C,M,I,
08-May,7:30,7,A,Lice,14,04:14.8,00:15.6,AT,M/M,,
08-May,7:30,7,A,Lice,15,05:17.2,01:02.4,S,M,G,
08-May,7:30,7,A,Lice,16,05:29.2,00:11.9,S,G,G,
08-May,7:30,7,A,Lice,17,05:35.1,00:06.0,S,M,I,
08-May,7:30,7,A,Lice,18,06:23.1,00:47.9,S,G,G,
08-May,7:30,7,A,Lice,19,06:34.1,00:11.1,C,M,G,
08-May,7:30,7,A,Lice,20,06:55.1,00:21.0,S,S,G,
08-May,7:30,7,A,Lice,21,07:24.7,00:29.6,S,G,I,
08-May,7:30,7,A,Lice,22,07:39.7,00:15.0,C,S,I,
08-May,7:30,7,A,Lice,23,07:43.4,00:03.7,L,S,I,"22, 23 same coho"
08-May,7:30,7,A,Lice,24,08:16.7,00:33.3,S,M,I,
08-May,7:30,7,A,Lice,25,08:30.0,00:13.3,S,,I,
08-May,7:30,7,A,Lice,26,08:35.4,00:05.4,S,G,G,
08-May,7:30,7,A,Lice,27,08:37.9,00:02.5,C,M,G,
08-May,7:30,7,A,Lice,28,08:58.6,00:20.7,S,M,G,
08-May,7:30,7,A,Lice,29,09:34.5,00:35.9,S,G,G,
08-May,7:30,7,A,Lice,30,10:45.6,01:11.1,C,M,G,
08-May,7:30,7,A,Lice,31,11:36.6,00:51.0,S,S,I,
08-May,7:30,7,A,Lice,32,12:20.1,00:43.5,S,M,G,
08-May,7:30,7,A,Lice,33,13:28.8,01:08.7,S,M,G,
08-May,7:30,7,A,Lice,34,13:40.4,00:11.6,S,S,G,
08-May,7:30,7,A,Lice,35,13:46.3,00:05.9,S,M,G,
08-May,7:30,7,A,Lice,36,13:53.9,00:07.6,C,S,I,
08-May,7:30,7,A,Lice,37,13:55.2,00:01.3,L,S,I,"36, 37 same coho "
08-May,7:30,7,A,Lice,38,14:14.7,00:19.6,S,,G,
08-May,7:30,7,A,Lice,39,14:28.0,00:13.3,C,S,G,
08-May,7:30,7,A,Lice,40,14:35.1,00:07.1,L,S,I,"39, 40 same coho "
08-May,7:30,7,A,Lice,41,14:50.3,00:15.2,C,M,I,
08-May,7:30,7,A,Lice,42,15:51.7,01:01.5,C,S,I,
08-May,7:30,7,A,Lice,43,16:08.0,00:16.3,S,L,G,
08-May,7:30,7,A,Lice,44,16:19.0,00:11.0,C,S,G,
08-May,7:30,7,A,Lice,45,17:25.5,01:06.5,S,S,G,
08-May,7:30,7,A,Lice,46,17:40.6,00:15.1,C,S,I,
08-May,7:30,7,A,Lice,47,19:12.6,01:31.9,S,S,G,
08-May,7:30,7,A,Lice,48,19:41.0,00:28.5,S,M,G,
08-May,7:30,7,A,Lice,49,20:43.1,01:02.0,C,M,G,
08-May,7:30,7,A,Lice,50,21:15.1,00:32.0,AT,S/M ,,
08-May,7:30,7,A,Lice,51,22:22.6,01:07.5,S,S,G,
08-May,7:30,7,A,Lice,52,24:04.4,01:41.8,C,S,G,
08-May,7:30,7,A,Lice,53,24:06.2,00:01.8,L,S,G,
08-May,7:30,7,A,Lice,54,24:52.0,00:45.8,S,S,G,
08-May,7:30,7,A,Lice,55,27:11.1,02:19.0,C,S,I,
08-May,7:30,7,A,Lice,56,27:12.6,00:01.6,L,S,I,"55, 56 same coho "
08-May,7:30,7,A,Lice,57,27:38.2,00:25.6,C,S,I,
08-May,7:30,7,A,Lice,58,27:39.8,00:01.5,L,S,I,"57, 58 same coho"
08-May,7:30,7,A,Lice,59,28:47.5,01:07.7,S,S,G,
08-May,7:30,7,A,Lice,60,30:11.0,01:23.6,C,S,G,
08-May,7:30,7,A,Lice,61,30:16.2,00:05.1,AT,M/S,,
08-May,7:30,7,A,Lice,62,32:42.0,02:25.8,S,G,G,
08-May,7:30,7,A,Lice,63,33:55.3,01:13.3,S,M,G,
08-May,7:30,7,A,Lice,64,34:17.8,00:22.6,S,S,G,
08-May,7:30,7,A,Lice,65,34:49.3,00:31.5,C,S,G,
08-May,7:30,7,A,Lice,66,34:51.5,00:02.2,L,S,G,"65, 66 same coho "
08-May,7:30,7,A,Lice,67,35:25.3,00:33.8,C,M,G,
08-May,7:30,7,A,Lice,68,35:40.9,00:15.6,S,S,I,
08-May,7:30,7,A,Lice,69,36:32.7,00:51.8,S,S,I,
08-May,7:30,7,A,Lice,70,36:45.5,00:12.8,C,M,G,
08-May,7:30,7,A,Lice,71,36:53.9,00:08.4,T,S/M,,
08-May,7:30,7,A,Lice,72,38:51.2,01:57.3,S,S,I,
08-May,7:30,7,A,Lice,73,39:29.0,00:37.8,S,M,G,
08-May,7:30,7,A,Lice,74,42:26.5,02:57.5,S,S,G,
08-May,7:30,7,A,Lice,75,45:20.9,02:54.4,S,M,G,
08-May,7:30,7,A,Lice,76,46:13.0,00:52.1,C,M,G,
08-May,7:30,7,A,Lice,77,47:29.1,01:16.2,S,S,G,
08-May,7:30,7,A,Lice,78,48:48.1,01:19.0,S,S,G,
08-May,7:30,7,A,Lice,79,49:04.9,00:16.8,C,S,G,
08-May,7:30,7,A,Lice,80,49:06.8,00:01.9,L,S,G,"79, 80 same coho"
08-May,7:30,7,A,Lice,81,49:26.1,00:19.3,S,S,G,
08-May,7:30,7,A,Lice,82,50:10.2,00:44.1,S,S,G,
08-May,7:30,7,A,Lice,83,51:43.9,01:33.7,S,S,G,
08-May,7:30,7,A,Lice,84,52:33.5,00:49.6,C,S,I,
08-May,7:30,7,A,Lice,85,57:39.7,05:06.2,S,S,G,
08-May,7:30,7,A,Lice,86,59:03.3,01:23.5,C,M,I,
08-May,8:35,7,B,NoLice,1,00:20.1,00:20.1,C,M,G,
08-May,8:35,7,B,NoLice,2,00:30.3,00:10.2,S,G,G,
08-May,8:35,7,B,NoLice,3,01:03.5,00:33.2,S,,G,
08-May,8:35,7,B,NoLice,4,01:13.9,00:10.4,S,M,I,
08-May,8:35,7,B,NoLice,5,02:21.6,00:27.9,S,M,G,
08-May,8:35,7,B,NoLice,6,02:29.5,00:07.9,C,M,,
08-May,8:35,7,B,NoLice,7,03:28.6,00:59.1,AT,M/M,,
08-May,8:35,7,B,NoLice,8,03:33.7,00:05.1,L,M,I,
08-May,8:35,7,B,NoLice,9,03:34.5,00:00.8,C,M,I,"8,9 two different coho, same fry "
08-May,8:35,7,B,NoLice,10,03:48.4,00:13.9,S,M,G,
08-May,8:35,7,B,NoLice,11,04:00.9,00:12.5,AT,M/M,,
08-May,8:35,7,B,NoLice,12,04:46.5,00:45.6,C,S,I,
08-May,8:35,7,B,NoLice,13,04:55.0,00:08.4,L,S,I,
08-May,8:35,7,B,NoLice,14,04:59.2,00:04.2,C,,I,
08-May,8:35,7,B,NoLice,15,07:19.9,02:20.7,C,M,I,
08-May,8:35,7,B,NoLice,16,07:46.3,00:26.5,S,M,G,
08-May,8:35,7,B,NoLice,17,08:01.6,00:15.3,C,M,G,
08-May,8:35,7,B,NoLice,18,09:31.9,01:30.3,C,M,I,
08-May,8:35,7,B,NoLice,19,10:27.6,00:55.7,C,S,G,
08-May,8:35,7,B,NoLice,20,12:13.0,01:45.4,S,S,G,
08-May,8:35,7,B,NoLice,21,12:54.9,00:42.0,S,M,I,
08-May,8:35,7,B,NoLice,22,15:01.1,02:06.2,S,G,G,
08-May,8:35,7,B,NoLice,23,15:51.0,00:49.9,S,G,G,
08-May,8:35,7,B,NoLice,24,15:54.6,00:03.6,C,M,G,
08-May,8:35,7,B,NoLice,25,16:21.2,00:26.6,S,G,G,
08-May,8:35,7,B,NoLice,26,17:05.4,00:44.2,C,S,G,
08-May,8:35,7,B,NoLice,27,17:12.8,00:07.4,S,M,G,
08-May,8:35,7,B,NoLice,28,19:23.0,02:10.2,S,G,G,
08-May,8:35,7,B,NoLice,29,20:18.9,00:55.9,S,S,G,
08-May,8:35,7,B,NoLice,30,21:06.2,00:47.3,C,M,I,
08-May,8:35,7,B,NoLice,31,21:22.8,00:16.6,L,M,I,"30, 31 same coho"
08-May,8:35,7,B,NoLice,32,22:40.3,01:17.5,S,M,G,
08-May,8:35,7,B,NoLice,33,23:22.2,00:41.9,S,M,G,
08-May,8:35,7,B,NoLice,34,23:58.7,00:36.5,S,S,G,
08-May,8:35,7,B,NoLice,35,25:25.9,01:27.2,S,M,G,
08-May,8:35,7,B,NoLice,36,25:39.0,00:13.1,S,S,G,
08-May,8:35,7,B,NoLice,37,26:19.3,00:40.3,S,S,I,
08-May,8:35,7,B,NoLice,38,27:14.9,00:55.7,S,S,I,
08-May,8:35,7,B,NoLice,39,27:19.6,00:04.7,S,G,G,
08-May,8:35,7,B,NoLice,40,27:22.0,00:02.4,C,M,G,
08-May,8:35,7,B,NoLice,41,29:13.3,01:51.3,S,S,G,
08-May,8:35,7,B,NoLice,42,29:51.1,00:37.7,S,M,G,
08-May,8:35,7,B,NoLice,43,30:00.8,00:09.8,C,M,G,
08-May,8:35,7,B,NoLice,44,31:30.0,01:29.2,S,M,G,
08-May,8:35,7,B,NoLice,45,33:49.8,02:19.7,S,G,G,
08-May,8:35,7,B,NoLice,46,35:06.9,01:17.2,S,,G,
08-May,8:35,7,B,NoLice,47,35:47.2,00:40.2,C,S,G,
08-May,8:35,7,B,NoLice,48,35:51.6,00:04.4,L,S,I,"47,48 same coho"
08-May,8:35,7,B,NoLice,49,35:56.6,00:05.0,C,M,I,"48, 49 different coho, same fry "
08-May,8:35,7,B,NoLice,50,37:41.3,01:44.7,S,S,I,
08-May,8:35,7,B,NoLice,51,38:22.9,00:41.6,S,S,I,
08-May,8:35,7,B,NoLice,52,39:28.8,01:05.9,C,S,G,
08-May,8:35,7,B,NoLice,53,40:50.2,01:21.3,S,G,I,
08-May,8:35,7,B,NoLice,54,44:23.3,03:33.1,S,G,G,
08-May,8:35,7,B,NoLice,55,46:36.9,02:13.6,S,S,G,
08-May,8:35,7,B,NoLice,56,48:01.7,01:24.9,S,M,I,
08-May,8:35,7,B,NoLice,57,49:05.8,01:04.1,S,S,G,
08-May,8:35,7,B,NoLice,58,50:03.3,00:57.5,S,G,G,
08-May,8:35,7,B,NoLice,59,50:22.6,00:19.3,S,G,G,
08-May,8:35,7,B,NoLice,60,50:40.9,00:18.3,S,M,I,
08-May,8:35,7,B,NoLice,61,52:46.4,02:05.5,S,M,G,
08-May,8:35,7,B,NoLice,62,53:20.5,00:34.1,S,M,I,
08-May,8:35,7,B,NoLice,63,53:37.8,00:17.3,S,S,G,
08-May,8:35,7,B,NoLice,64,54:01.9,00:24.0,C,M,G,
08-May,8:35,7,B,NoLice,65,54:50.4,00:48.5,C,S,G,
08-May,8:35,7,B,NoLice,66,56:20.2,01:29.9,S,S,I,
08-May,8:35,7,B,NoLice,67,58:12.4,01:52.2,S,S,G,
08-May,8:35,7,B,NoLice,68,59:23.7,01:11.3,S,G,G,
13-May,8:35,8,B,Lice,1,03:16.0,03:16.0,C,,G,
13-May,8:35,8,B,Lice,2,05:30.1,02:14.1,S,M,I,
13-May,8:35,8,B,Lice,3,06:52.9,01:22.8,C,M,G,
13-May,8:35,8,B,Lice,4,07:29.5,00:36.6,S,M,G,
13-May,8:35,8,B,Lice,5,08:00.4,00:31.0,AT,?/M,,
13-May,8:35,8,B,Lice,6,08:46.0,00:45.6,S,G,G,
13-May,8:35,8,B,Lice,7,10:21.1,01:35.1,S,G,G,
13-May,8:35,8,B,Lice,8,10:41.6,00:20.6,S,M,I,
13-May,8:35,8,B,Lice,9,10:50.6,00:09.0,C,S,G,
13-May,8:35,8,B,Lice,10,10:53.8,00:03.2,AT,M/M,,
13-May,8:35,8,B,Lice,11,10:57.1,00:03.3,L,M,I,
13-May,8:35,8,B,Lice,12,10:57.9,00:00.8,C,,I,
13-May,8:35,8,B,Lice,13,11:54.8,00:56.9,S,M,I,
13-May,8:35,8,B,Lice,14,13:00.8,01:06.0,C,,I,
13-May,8:35,8,B,Lice,15,13:11.0,00:10.2,S,M,G,
13-May,8:35,8,B,Lice,16,15:03.6,01:52.7,C,M,I,
13-May,8:35,8,B,Lice,17,16:08.1,01:04.5,S,M,G,
13-May,8:35,8,B,Lice,18,16:12.0,00:03.9,S,M,G,
13-May,8:35,8,B,Lice,19,18:25.8,02:13.8,C,M,I,
13-May,8:35,8,B,Lice,20,18:45.0,00:19.1,C,,I,
13-May,8:35,8,B,Lice,21,19:24.5,00:39.6,S,M,I,
13-May,8:35,8,B,Lice,22,19:58.0,00:33.4,S,S,I,
13-May,8:35,8,B,Lice,23,22:16.1,02:18.1,S,S,I,
13-May,8:35,8,B,Lice,24,24:33.7,02:17.6,C,,I,
13-May,8:35,8,B,Lice,25,25:11.8,00:38.1,S,S,I,
13-May,8:35,8,B,Lice,26,25:34.4,00:22.5,S,S,G,
13-May,8:35,8,B,Lice,27,26:16.5,00:42.2,S,M,G,
13-May,8:35,8,B,Lice,28,28:02.6,01:46.1,S,G,G,
13-May,8:35,8,B,Lice,29,28:11.4,00:08.8,S,S,G,
13-May,8:35,8,B,Lice,30,29:38.7,01:27.3,S,S,G,
13-May,8:35,8,B,Lice,31,30:20.4,00:41.7,C,S,I,
13-May,8:35,8,B,Lice,32,30:21.9,00:01.5,L,S,I,
13-May,8:35,8,B,Lice,33,31:54.3,01:32.4,S,M,G,
13-May,8:35,8,B,Lice,34,32:05.6,00:11.3,C,M,I,
13-May,8:35,8,B,Lice,35,33:08.3,01:02.7,S,M,G,
13-May,8:35,8,B,Lice,36,33:46.9,00:38.6,S,G,G,
13-May,8:35,8,B,Lice,37,34:00.7,00:13.8,S,S,I,
13-May,8:35,8,B,Lice,38,35:53.1,01:52.4,S,G,G,
13-May,8:35,8,B,Lice,39,37:24.8,01:31.7,S,M,G,
13-May,8:35,8,B,Lice,40,38:27.5,01:02.7,S,S,G,
13-May,8:35,8,B,Lice,41,39:25.4,00:57.9,C,M,G,
13-May,8:35,8,B,Lice,42,40:23.8,00:58.5,S,S,I,
13-May,8:35,8,B,Lice,43,41:07.6,00:43.8,S,S,G,
13-May,8:35,8,B,Lice,44,43:53.2,02:45.6,S,S,G,
13-May,8:35,8,B,Lice,45,44:58.4,01:05.1,S,,G,
13-May,8:35,8,B,Lice,46,45:51.1,00:52.7,S,S,G,
13-May,8:35,8,B,Lice,47,47:50.3,01:59.2,S,G,G,
13-May,8:35,8,B,Lice,48,49:11.6,01:21.3,S,G,G,
13-May,8:35,8,B,Lice,49,49:21.7,00:10.2,S,S,I,
13-May,8:35,8,B,Lice,50,49:37.0,00:15.3,S,L,G,
13-May,8:35,8,B,Lice,51,52:11.9,02:34.9,C,M,I,
13-May,8:35,8,B,Lice,52,52:28.9,00:17.0,AT,S/M,,
